school,sex,age,home_area,family_size,parents_cohabit,education_mother,education_father,occupation_mother,occupation_father,reason,guardian,travel_time,study_time,failures,extra_school_support,family_support,extra_tutoring,extracurricular_activities,nursery,higher_education,internet_access,romantic_relationship,family_relationships_quality,free_time,going_out,alcohol_weekdays,alcohol_weekend,health_status,absences,final_grade
Gabriel Pereira,M,15,Urban,> 3,TRUE,Higher education,Higher education,Civil service,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,5,3,3,1,1,5,2,12
Gabriel Pereira,F,15,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Civil service,Other,Close to home,Mother,15 to 30 minutes,2 to 5 hours/week,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,5,1,1,2,16,10
Gabriel Pereira,M,15,Urban,> 3,FALSE,Upper secondary education,Higher education,Civil service,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,4,1,1,1,0,16
Gabriel Pereira,F,15,Urban,> 3,FALSE,Upper secondary education,Upper secondary education,Other,Healthcare,Reputation,Father,< 15 minutes,> 10 hours/week,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,3,3,1,1,4,10,10
Gabriel Pereira,F,15,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Course preference,Mother,< 15 minutes,> 10 hours/week,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,1,2,1,1,3,4,10
Gabriel Pereira,M,16,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Civil service,Other,Close to home,Father,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,3,3,1,1,5,4,14
Gabriel Pereira,M,15,Rural,> 3,TRUE,Higher education,Higher education,Other,Other,Close to home,Father,> 1 hour,> 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,3,5,3,5,1,8,11
Gabriel Pereira,F,16,Urban,<= 3,TRUE,Higher education,Higher education,Healthcare,Healthcare,Other,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,5,1,1,4,2,14
Gabriel Pereira,M,15,Urban,<= 3,FALSE,Higher education,Higher education,Teacher,Teacher,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,5,3,1,1,4,4,14
Gabriel Pereira,F,16,Rural,> 3,TRUE,Upper secondary education,Upper secondary education,Civil service,Other,Reputation,Father,< 15 minutes,5 to 10 hours/week,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,1,2,1,1,2,4,11
Gabriel Pereira,F,16,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,At home,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3,1,2,1,1,5,12,10
Gabriel Pereira,M,15,Urban,<= 3,TRUE,Higher education,Lower secondary education,Teacher,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,5,2,1,1,3,10,18
Gabriel Pereira,M,15,Rural,> 3,TRUE,Lower secondary education,Primary education,Healthcare,Civil service,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,2,1,1,5,4,10
Gabriel Pereira,M,16,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Teacher,Course preference,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,4,1,2,5,6,14
Gabriel Pereira,M,15,Urban,> 3,TRUE,Higher education,Higher education,Other,Teacher,Reputation,Father,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,4,3,1,1,2,4,16
Gabriel Pereira,M,16,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Other,Civil service,Close to home,Father,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,2,1,1,5,6,15
Gabriel Pereira,M,17,Rural,> 3,TRUE,Primary education,Upper secondary education,Other,Other,Course preference,Father,30 minutes to 1 hour,2 to 5 hours/week,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,2,4,1,4,5,14,11
Gabriel Pereira,M,15,Urban,> 3,TRUE,Upper secondary education,Higher education,Other,Other,Reputation,Father,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,4,3,1,2,4,2,14
Gabriel Pereira,F,15,Urban,> 3,TRUE,Primary education,Lower secondary education,At home,Civil service,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,2,3,1,2,1,0,14
Gabriel Pereira,M,15,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Civil service,Close to home,Father,< 15 minutes,> 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,5,4,1,2,5,6,13
Gabriel Pereira,F,16,Urban,<= 3,TRUE,Lower secondary education,Higher education,Other,Healthcare,Course preference,Father,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,2,1,2,5,2,13
Gabriel Pereira,M,16,Urban,> 3,TRUE,Higher education,Higher education,Healthcare,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3,4,4,1,4,5,4,13
Gabriel Pereira,F,16,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5,4,4,1,1,5,0,11
Gabriel Pereira,M,15,Urban,> 3,TRUE,Upper secondary education,Higher education,Civil service,Civil service,Close to home,Father,< 15 minutes,< 2 hours/week,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,5,5,3,2,5,2,9
Gabriel Pereira,F,15,Urban,<= 3,FALSE,Upper secondary education,Higher education,Other,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,3,2,1,1,1,0,11
Gabriel Pereira,F,19,Urban,> 3,TRUE,None,Primary education,At home,Other,Course preference,Other,< 15 minutes,2 to 5 hours/week,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,2,1,1,5,0,11
Gabriel Pereira,M,16,Rural,> 3,TRUE,Higher education,Higher education,Teacher,Teacher,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3,5,5,2,5,4,8,15
Gabriel Pereira,M,16,Urban,> 3,TRUE,Lower secondary education,Upper secondary education,Other,Other,Course preference,Mother,15 to 30 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,3,2,2,1,4,13
Gabriel Pereira,F,15,Rural,> 3,TRUE,Upper secondary education,Higher education,Civil service,Teacher,Course preference,Father,15 to 30 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,2,2,2,2,5,0,12
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Primary education,Civil service,Other,Reputation,Mother,< 15 minutes,2 to 5 hours/week,>= 3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,5,4,5,1,3,5,10,8
Gabriel Pereira,F,17,Urban,<= 3,FALSE,Lower secondary education,Primary education,Other,Other,Course preference,Mother,30 minutes to 1 hour,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,2,2,1,2,5,8,11
Gabriel Pereira,F,15,Urban,> 3,TRUE,Primary education,Primary education,At home,Other,Course preference,Mother,30 minutes to 1 hour,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,3,3,1,2,4,6,13
Gabriel Pereira,F,17,Urban,<= 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Course preference,Father,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,4,4,1,3,5,2,12
Gabriel Pereira,F,16,Urban,> 3,FALSE,Upper secondary education,Higher education,Civil service,Other,Course preference,Father,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,2,1,1,4,5,12,14
Gabriel Pereira,M,16,Urban,> 3,TRUE,Lower secondary education,Primary education,At home,Other,Course preference,Mother,> 1 hour,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,2,1,1,1,2,4,11
Gabriel Pereira,F,16,Urban,> 3,FALSE,Lower secondary education,Lower secondary education,Other,Other,Close to home,Mother,< 15 minutes,< 2 hours/week,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,3,4,1,1,5,12,11
Gabriel Pereira,M,15,Rural,> 3,TRUE,Upper secondary education,Higher education,At home,Teacher,Course preference,Mother,> 1 hour,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,5,3,3,1,1,5,2,11
Gabriel Pereira,F,15,Urban,> 3,TRUE,Higher education,Higher education,Civil service,At home,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,3,1,1,5,4,15
Gabriel Pereira,M,17,Rural,> 3,TRUE,Upper secondary education,Higher education,At home,Other,Course preference,Mother,30 minutes to 1 hour,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,4,5,2,4,5,2,10
Gabriel Pereira,F,16,Rural,> 3,TRUE,Primary education,Primary education,At home,Other,Course preference,Mother,> 1 hour,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,1,3,1,1,3,0,13
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Upper secondary education,Primary education,Civil service,Civil service,Course preference,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,4,4,5,4,2,12
Gabriel Pereira,F,18,Urban,> 3,FALSE,Upper secondary education,Lower secondary education,Other,Civil service,Course preference,Other,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,3,3,5,1,5,10,11
Gabriel Pereira,F,16,Rural,> 3,TRUE,Primary education,Primary education,Other,Civil service,Reputation,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,3,3,1,2,1,8,11
Gabriel Pereira,F,16,Urban,> 3,FALSE,Upper secondary education,Upper secondary education,Other,Other,Course preference,Other,15 to 30 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,3,2,1,1,5,4,10
Gabriel Pereira,M,16,Urban,<= 3,TRUE,Primary education,Primary education,Civil service,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,4,4,1,3,5,0,10
Gabriel Pereira,F,15,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Teacher,Course preference,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,2,1,1,5,6,14
Gabriel Pereira,F,15,Rural,> 3,TRUE,Primary education,Primary education,Other,Other,Course preference,Mother,30 minutes to 1 hour,< 2 hours/week,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,5,1,1,1,2,9
Gabriel Pereira,M,15,Urban,> 3,TRUE,Higher education,Upper secondary education,Teacher,Civil service,Course preference,Father,15 to 30 minutes,> 10 hours/week,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,2,2,1,1,3,6,11
Gabriel Pereira,F,15,Urban,> 3,FALSE,Upper secondary education,Upper secondary education,Civil service,Civil service,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,3,2,2,3,1,24,9
Gabriel Pereira,M,16,Urban,> 3,TRUE,Higher education,Higher education,Civil service,Civil service,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,3,3,1,3,5,0,13
Gabriel Pereira,M,16,Urban,<= 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Civil service,Reputation,Father,15 to 30 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2,3,3,2,2,2,4,11
Gabriel Pereira,F,15,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Civil service,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,2,1,1,5,2,13
Gabriel Pereira,F,16,Urban,<= 3,TRUE,Primary education,Primary education,At home,At home,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,4,4,3,3,1,4,11
Gabriel Pereira,M,17,Urban,> 3,TRUE,Lower secondary education,Primary education,Other,Other,Close to home,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,4,5,1,2,5,22,6
Gabriel Pereira,F,15,Urban,> 3,TRUE,Primary education,Primary education,Other,Civil service,Course preference,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,2,1,2,5,0,12
Gabriel Pereira,F,15,Urban,<= 3,FALSE,Lower secondary education,Primary education,At home,Other,Close to home,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,4,2,1,1,5,0,10
Gabriel Pereira,F,15,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Healthcare,Civil service,Close to home,Father,< 15 minutes,2 to 5 hours/week,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,3,2,1,1,3,2,11
Gabriel Pereira,F,15,Urban,> 3,TRUE,Primary education,Lower secondary education,At home,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,3,2,1,1,5,6,13
Gabriel Pereira,F,15,Urban,> 3,TRUE,Primary education,Lower secondary education,At home,Civil service,Course preference,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,3,4,2,4,1,6,11
Gabriel Pereira,M,16,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Teacher,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,3,2,2,1,5,16,8
Gabriel Pereira,M,15,Urban,<= 3,FALSE,Lower secondary education,Primary education,Civil service,Other,Course preference,Mother,> 1 hour,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,5,5,2,5,5,0,11
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Primary education,Primary education,Other,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,3,5,2,5,4,0,0
Gabriel Pereira,M,16,Urban,<= 3,TRUE,Lower secondary education,Primary education,At home,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,4,4,3,5,5,6,10
Gabriel Pereira,F,15,Rural,> 3,TRUE,Upper secondary education,Upper secondary education,Civil service,Civil service,Reputation,Other,15 to 30 minutes,5 to 10 hours/week,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,1,2,3,3,2,13
Gabriel Pereira,M,19,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Civil service,At home,Close to home,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4,5,4,1,1,4,6,11
Gabriel Pereira,F,17,Urban,> 3,TRUE,Higher education,Higher education,Other,Teacher,Course preference,Mother,< 15 minutes,< 2 hours/week,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,2,1,1,1,4,0,13
Gabriel Pereira,M,15,Rural,> 3,TRUE,Lower secondary education,Upper secondary education,At home,Civil service,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4,4,4,1,1,1,0,8
Gabriel Pereira,M,17,Rural,<= 3,TRUE,Primary education,Lower secondary education,Other,Other,Reputation,Mother,< 15 minutes,< 2 hours/week,>= 3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,2,2,3,3,5,14,10
Gabriel Pereira,F,18,Rural,> 3,TRUE,Primary education,Primary education,At home,Other,Course preference,Mother,30 minutes to 1 hour,< 2 hours/week,>= 3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,2,5,1,5,4,6,11
Gabriel Pereira,M,16,Rural,> 3,TRUE,Lower secondary education,Lower secondary education,At home,Other,Course preference,Mother,30 minutes to 1 hour,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,2,1,2,3,4,11
Gabriel Pereira,M,16,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Other,Civil service,Course preference,Father,< 15 minutes,2 to 5 hours/week,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,5,5,4,4,5,0,1
Gabriel Pereira,M,16,Urban,<= 3,TRUE,Primary education,Lower secondary education,Healthcare,Civil service,Course preference,Mother,15 to 30 minutes,< 2 hours/week,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,5,3,5,5,0,10
Gabriel Pereira,M,17,Rural,<= 3,TRUE,Lower secondary education,Primary education,At home,Other,Course preference,Mother,15 to 30 minutes,< 2 hours/week,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,3,2,2,2,5,8,9
Gabriel Pereira,M,17,Rural,> 3,TRUE,Upper secondary education,Lower secondary education,Other,Other,Course preference,Mother,15 to 30 minutes,2 to 5 hours/week,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,4,1,4,3,4,8
Gabriel Pereira,M,15,Urban,<= 3,TRUE,Primary education,Lower secondary education,Other,Other,Course preference,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,4,4,2,4,5,2,10
Gabriel Pereira,M,16,Urban,> 3,TRUE,Primary education,Upper secondary education,At home,Civil service,Course preference,Father,< 15 minutes,< 2 hours/week,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5,3,3,1,4,2,2,8
Gabriel Pereira,M,17,Rural,<= 3,TRUE,Primary education,Primary education,Other,Civil service,Course preference,Mother,> 1 hour,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,3,5,1,5,5,0,8
Gabriel Pereira,M,17,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Civil service,Civil service,Course preference,Mother,15 to 30 minutes,< 2 hours/week,>= 3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,5,2,1,1,2,10,8
Gabriel Pereira,M,16,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Course preference,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,3,5,2,4,4,0,11
Gabriel Pereira,F,16,Urban,> 3,TRUE,Higher education,Lower secondary education,Healthcare,Civil service,Close to home,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,2,3,1,1,3,0,18
Gabriel Pereira,F,16,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,1,5,1,1,4,0,13
Gabriel Pereira,F,16,Urban,> 3,TRUE,Higher education,Higher education,Healthcare,Healthcare,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,2,1,1,3,0,17
Gabriel Pereira,M,16,Urban,> 3,TRUE,Upper secondary education,Higher education,Other,Other,Course preference,Father,30 minutes to 1 hour,< 2 hours/week,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,4,5,2,4,2,4,10
Gabriel Pereira,M,16,Urban,> 3,TRUE,Primary education,None,Other,Other,Reputation,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,2,1,1,3,0,18
Gabriel Pereira,M,17,Urban,<= 3,TRUE,Higher education,Higher education,Teacher,Other,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,4,4,1,3,5,0,10
Gabriel Pereira,F,16,Urban,> 3,TRUE,Primary education,Upper secondary education,At home,Civil service,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,3,5,1,1,3,0,13
Gabriel Pereira,F,16,Urban,<= 3,TRUE,Upper secondary education,Upper secondary education,Other,Other,Reputation,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,4,5,1,1,4,0,15
Gabriel Pereira,M,17,Urban,<= 3,TRUE,Higher education,Upper secondary education,Teacher,Other,Course preference,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,4,4,4,4,4,0,11
Gabriel Pereira,F,16,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Other,Reputation,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,4,4,1,4,5,0,14
Gabriel Pereira,M,17,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Other,Other,Reputation,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,3,4,1,4,4,4,10
Gabriel Pereira,M,16,Rural,> 3,TRUE,Higher education,Lower secondary education,Teacher,Civil service,Other,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,3,3,4,3,8,11
Gabriel Pereira,M,17,Urban,> 3,TRUE,Higher education,Upper secondary education,Other,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,2,3,1,1,2,4,13
Gabriel Pereira,M,16,Urban,> 3,TRUE,Higher education,Upper secondary education,Teacher,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,4,3,2,3,3,4,11
Gabriel Pereira,M,16,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Civil service,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,3,1,2,3,0,13
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Higher education,Civil service,Civil service,Reputation,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5,4,2,2,3,5,0,17
Gabriel Pereira,F,17,Urban,<= 3,TRUE,Upper secondary education,Upper secondary education,Other,Other,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,3,3,2,3,1,32,14
Gabriel Pereira,F,16,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Other,Other,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,2,1,2,1,8,16
Gabriel Pereira,M,17,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Civil service,Civil service,Other,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,4,2,3,4,6,14
Gabriel Pereira,M,16,Urban,> 3,TRUE,Primary education,Lower secondary education,Civil service,Civil service,Other,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,3,1,2,3,0,11
Gabriel Pereira,M,16,Urban,<= 3,TRUE,Lower secondary education,Primary education,Other,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,3,1,2,5,0,16
Gabriel Pereira,F,17,Urban,> 3,FALSE,Upper secondary education,Upper secondary education,Healthcare,Other,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,3,3,1,3,3,10,14
Gabriel Pereira,M,17,Rural,> 3,TRUE,Primary education,Lower secondary education,At home,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,1,3,1,5,3,6,10
Gabriel Pereira,F,16,Urban,> 3,TRUE,Lower secondary education,Upper secondary education,Civil service,Civil service,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,1,2,6,13
